식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,1회 섭취참고량,식품중량,품목제조보고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,카페인(mg)
STD-DB10_2-000287,"고사리, 말린것",S,국가표준식품성분표,,식약('96),,채소류,,"고사리, 말린것",,,,,,,100g,261,12.2,25.8,0.6,7.2,54.2,-,-,188,6.4,246,2879,15,16,0,194,0.11,0.51,7.4,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000288,"고사리, 삶아서 말린것",S,국가표준식품성분표,,농진청('14),,채소류,,"고사리, 삶아서 말린것",,,,,,,100g,273,7.1,27.85,2.11,8.130000000000001,56.58,0,42,147,6.75,760,3287,24,367,0,4400,0.054,0.776,4.556,5.56,0,,1.55,0,4.319,0.237,0,-,0,398,,0,0,0,13.77,13.12,0.84,2.17,0.35,0,0,0,0,366.638,366.638,0,0,0,,0,,,0,0,,0,1.31,,0,0,0,2.85,0,0,0,,,646.83,,,57.12,,,,,5.93,,390.02,,12.76,65.84,36.36,,,87.73,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1328,,2310,,,,,,,,1055,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000289,고수(향채),S,국가표준식품성분표,,농진청('20),,채소류,,고수(향채),,,,,,,100g,25,91.40000000000001,2.43,0.31,1.33,4.53,0.7,2.4,79,0.83,52,358,51,362,0,4339,0.074,0.182,1.23,34.45,0,,0.06,0,-,-,2.02,0.164,0,97,,0.419,0,0,2.76,2.76,0,0,0,0,0,0,0,347.86,347.86,0,0,0.36,,0,,,0,0,,0.34,0.14,,0,0,0,0,0,0,0,,,54.73,,,18.62,,,,,0,,59.88,,0,0,0,,,7.33,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000290,"고추, 싹",S,국가표준식품성분표,,농진청('84),,채소류,,"고추, 싹",,,,,,,100g,21,92.90000000000001,2.6,0.1,0.6,3.8,-,-,39,8.5,61,-,-,7,0,82,0.04,0.24,0.2,8,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000291,"고추, 빨간색",S,국가표준식품성분표,,농진청('15),,채소류,,"고추, 빨간색",,,,,,,100g,85,77.40000000000001,3.12,2.73,1.41,15.34,5.48,10.2,14,0.75,81,575,1,295,0,3537,0.39,0.383,2.539,122.74,0,,0.49,0,0.002,2.537,0,-,0,65,,0.888,0,0,7.59,7.48,0.08,0.66,0,0,0,0,0,99.79000000000001,99.79000000000001,0,0,3.04,,0,,,0,0,,2.44,2.12,,2.19,0,0,0,0,0,0,,,1612,,,31.22,,,,,0,,129.89,,0,0,0,,,327.36,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,137,,176,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000292,"고추, 연두색, 시레나",S,국가표준식품성분표,,농진청('02),,채소류,,"고추, 연두색, 시레나",,,,,,,100g,19,94.09999999999999,1,0.1,0.4,4.4,-,-,5,0.4,19,231,3,1,-,6,0.06,0.02,0.7,40,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000293,"고추, 초록색, 녹광",S,국가표준식품성분표,,농진청('01),,채소류,,"고추, 초록색, 녹광",,,,,,,100g,27,92.59999999999999,1.4,0.8,0.5,4.6,-,-,14,0.9,39,162,9,-,-,-,-,-,-,72,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000294,"고추, 풋고추",S,국가표준식품성분표,,농진청('14),,채소류,,"고추, 풋고추",,,,,,,100g,29,91.09999999999999,1.71,0.19,0.58,6.42,1.8,4.4,15,0.5,38,270,1,38,0,458,0.008,0.076,0.5580000000000001,43.95,0,,0.04,0,0.04,0.517,0,-,0,25,,0,0,0,0.18,0.17,0,0.09,0,0,0,0,0,53.612,53.612,0,0,0.7,,0,,,0,0,,1.1,0.13,,0,0,0,0,0,0,0,,,108.28,,,1.8,,,,,0,,15.36,,0,0,0,,,7.66,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,55,,67,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000295,"고추, 꽈리고추",S,국가표준식품성분표,,농진청('14),,채소류,,"고추, 꽈리고추",,,,,,,100g,33,89.59999999999999,1.83,0.13,0.66,7.78,1.98,3.2,15,0.6,42,279,2,40,0,474,0.07000000000000001,0.094,0.929,56.7,0,,0.04,0,0.033,0.897,0,-,0,96,,0,0,0,0.19,0.19,0,0.03,0,0,0,0,0,76.499,76.499,0,0,0.85,,0,,,0,0,,1.13,0.09,,0,0,0,0,0,0,0,,,63.46,,,1.48,,,,,0,,11.83,,0,0,0,,,5.24,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,69,,100,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000296,"고추, 오이고추",S,국가표준식품성분표,,농진청('14),,채소류,,"고추, 오이고추",,,,,,,100g,23,92.90000000000001,0.99,0.12,0.48,5.51,0.76,2.7,11,0.39,27,227,1,33,0,394,0.137,0.038,0.999,78.01000000000001,0,,0.03,0,0.043,0.957,0,-,0,6,,0,0,0,0.21,0.2,0,0.06,0,0,0,0,0,40.386,40.386,0,0,0.15,,0,,,0,0,,0.61,0.08,,0,0,0,0,0,0,0,,,60.11,,,1.17,,,,,0,,13.52,,0,0,0,,,4.98,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,50,,61,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000297,"고추, 청양고추",S,국가표준식품성분표,,농진청('14),,채소류,,"고추, 청양고추",,,,,,,100g,31,90.5,1.53,0.3,0.66,7.01,0.34,4.7,10,0.51,37,290,1,38,0,456,0.042,0.055,0.53,51.35,0,,0.06,0,0.038,0.492,0,-,0,34,,0,0,0,0.2,0.16,0.06,0.06,0,0,0,0,0,51.509,51.509,0,0,0,,0,,,0,0,,0.34,0.23,,0,0,0,0,0,0,0,,,192.3,,,3.53,,,,,0,,17.7,,0,0,0,,,13.75,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,56,,73,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000298,고추장아찌,S,국가표준식품성분표,,농진청('16),,채소류,,고추장아찌,,,,,,,100g,124,59.7,2.39,0.63,5.79,31.49,11.38,4.8,16,1.1,34,209,2026,24,0,291,0.195,0.024,0.216,11.8,0,,0.11,0,0.216,0,0,-,0,17,,0,0,0,1.2,1.16,0.02,0.17,0,0.03,0,0,0,0,0,0,0,0,,4.09,,,0,0,,7.29,0.49,,0,0,0,0,0,0,0,,,404.62,,,6.1,,,,,0,,46.48,,0,0,0,,,32.42,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,88,,141,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000299,고춧잎,S,국가표준식품성분표,,농진청('13),,채소류,,고춧잎,,,,,,,100g,45,83.59999999999999,5.07,0.32,2.52,8.49,0,2.8,369,4.35,62,589,4,434,0,5203,0.123,0.322,1.782,24.03,0,,0.14,0,1.409,0.373,2.1,-,0,103,,0.629,0,0,1.9,1.89,0,0.05,0,0,0,0,0,871.4299999999999,871.4299999999999,0,0,0,,0,,,0,0,,0,0.16,,0,0,0,0,0,0,0,,,64.84999999999999,,,10.97,,,,,0,,72.86,,0,0,0,,,9.75,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,246,,425,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000300,"고춧잎, 데친것",S,국가표준식품성분표,,농진청('13),,채소류,,"고춧잎, 데친것",,,,,,,100g,51,83,5.16,0.85,2.09,8.9,0,6.9,457,1.85,54,518,2,558,0,6694,0.257,0.301,0.339,8.210000000000001,0,,0.18,0,0.113,0.226,2.35,-,0,79,,0.091,0,0,5.51,5.42,0.13,0.2,0,0.03,0,0,0,704.22,704.22,0,0,0,,0,,,0,0,,0,0.63,,0,0,0,0,0,0,0,,,150.76,,,34.24,,,,,0,,438.54,,0,0,0,,,9.140000000000001,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,273,,453,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000301,"고춧잎, 말린것",S,국가표준식품성분표,,농진청('13),,채소류,,"고춧잎, 말린것",,,,,,,100g,266,8.6,35.43,5.3,12.87,37.8,0,33.7,1495,31.61,447,3780,25,2117,0,25401,0.929,4.885,14.728,13.89,0,,1.12,0,13.041,1.687,2.63,-,0,189,,0,0,0,11.27,11.13,0.21,0.3,0,0,0,0,0,8701.84,8701.84,0,0,0,,0,,,0,0,,0,3.95,,0,0,0,0,0,0,0,,,998.97,,,222.12,,,,,0,,2622.89,,0,0,0,,,92.25,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1776,,2825,,,,,,,,1389,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000302,"고춧잎, 삶아서 말린것, 삶은것",S,국가표준식품성분표,,농진청('13),,채소류,,"고춧잎, 삶아서 말린것, 삶은것",,,,,,,100g,41,86.8,4.41,0.76,1.37,6.66,0,6.5,590,2,21,53,4,633,0,7593,0.029,0.097,0.371,6.06,0,,0.18,0,0.289,0.082,2.49,-,0,8,,0,0,0,7.32,7.23,0.12,0.18,0,0.03,0,0,0,1100.88,1100.88,0,0,0,,0,,,0,0,,0,0.54,,0,0,0,0,0,0,0,,,144.16,,,20.75,,,,,0,,362.41,,0,0,0,,,9.77,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,250,,467,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000303,"고추냉이, 뿌리",S,국가표준식품성분표,,농진청('85),,채소류,,"고추냉이, 뿌리",,,,,,,100g,103,71.5,2.9,0.5,1.3,23.7,-,-,41,0.6,68,570,1,1,0,16,0.01,0.18,0.8,19,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000304,"고추냉이, 잎줄기",S,국가표준식품성분표,,농진청('19),,채소류,,"고추냉이, 잎줄기",,,,,,,100g,27,91.09999999999999,1.93,0.41,1.23,5.35,1.06,4.2,175,2.45,37,253,15,350,0,4205,0.236,0.106,0.129,25.34,0,,0.05,0,-,-,0.39,0,0,-,,0.146,0,0,0,0,0,0,0,0,0,0,0,979.6,979.6,0,0,0.49,,0,,,0,0,,0.5600000000000001,0.19,,0,0,0,0,0,0,0,,,37.88,,,18.33,,,,,0,,116.09,,0,0,0,,,13.49,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000305,곤달비,S,국가표준식품성분표,,농진청('02),,채소류,,곤달비,,,,,,,100g,42,86.5,1.8,0.5,1.8,9.4,-,-,197,6.2,47,552,2,358,0,4300,0.1,0.26,0.4,44,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000306,"곤달비, 데친것",S,국가표준식품성분표,,농진청('02),,채소류,,"곤달비, 데친것",,,,,,,100g,35,89.3,1.8,0.5,1,7.4,-,-,207,5,40,279,2,298,0,3571,0.08,0.17,0.4,13,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000307,공심채,S,국가표준식품성분표,,농진청('20),,채소류,,공심채,,,,,,,100g,26,91.2,1.67,0.25,1.34,5.57,0.66,2.7,110,1.89,47,506,33,326,0,3914,0.126,0.129,1.261,24.43,0,,0.07000000000000001,0,-,-,0.74,0.067,0,74,,0.224,0,0,2.81,2.77,0,0.38,0,0,0,0,0,315.25,315.25,0,0,0.41,,0,,,0,0,,0.25,0.13,,0,0,0,0,0,0,0,,,37.63,,,0,,,,,0,,87.39,,0,0,0,,,4.42,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,68,,91,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000308,"공심채, 데친것",S,국가표준식품성분표,,농진청('20),,채소류,,"공심채, 데친것",,,,,,,100g,26,91.40000000000001,1.69,0.34,1.25,5.36,0.38,2.9,88,0.5600000000000001,39,500,18,317,0,3800,0.068,0.14,0.6820000000000001,10.83,0,,0.07000000000000001,0,-,-,0.55,0.017,0,61,,0.152,0,0,0.6899999999999999,0.68,0,0.11,0,0,0,0,0,295.36,295.36,0,0,0.23,,0,,,0,0,,0.15,0.22,,0,0,0,0,0,0,0,,,40.56,,,0,,,,,0,,173.75,,0,0,0,,,5.29,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,68,,92,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000309,"꾸지뽕, 잎",S,국가표준식품성분표,,농진청('15),,채소류,,"꾸지뽕, 잎",,,,,,,100g,85,72.8,5.06,0.51,2.45,19.18,3.07,13.5,595,1.74,139,618,7,417,0,5003,0.083,0.752,0.141,29.3,0,,0.13,0,0,0.141,0,-,0,147,,0.854,0,0,2.15,2.15,0,0,0,0,0,0,0,536.83,536.83,0,0.07000000000000001,1.23,,0,,,0,0.09,,1.68,0.35,,0,0,0,0,0,0,0,,,95.15000000000001,,,0,,,,,0,,245.41,,0,0,0,,,9.58,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,231,,402,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000310,"구기자, 순, 재래종",S,국가표준식품성분표,,농진청('15),,채소류,,"구기자, 순, 재래종",,,,,,,100g,50,83.90000000000001,6.27,1.08,1.7,7.05,0.78,5.1,10,1.58,102,551,2,93,0,1117,0.077,0.274,0.175,15.82,-,,0.12,0,0.128,0.047,1.72,-,0,156,,0,-,-,0.42,0.41,0,0.05,0,0,0,0,0,257.62,257.62,0,0.5,0.08,,0,,,0,0.17,,0.03,0.29,,0,0,0,0,0,0,10.91,,,101.62,,,16.69,,,,,0,,156.36,,0,0,0,,,6.77,,,,,,,2.47,,,,,,,,,,,,,,,,,,,,,,267,,452,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000311,"구기자, 잎, 재래종",S,국가표준식품성분표,,농진청('15),,채소류,,"구기자, 잎, 재래종",,,,,,,100g,56,81.40000000000001,6.33,1.57,2.93,7.77,0.24,5.4,572,2.32,68,690,8,404,0,4853,0.127,0.399,0.228,10.22,-,,0.18,0,0.139,0.089,1.46,-,0,69,,0,-,-,1.6,1.59,0,0.05,0,0,0,0,0,682.73,682.73,0,0,0.1,,0,,,0,0.09,,0.05,0.55,,0,2.12,0,0,0,0,22.08,,,101.51,,,33.84,,,,,0,,371.24,,0,0,0,,,12.7,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,395,,503,,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000312,근대,S,국가표준식품성분표,,농진청('13),,채소류,,근대,,,,,,,100g,18,93,1.78,0.2,1.74,3.28,0,2.7,49,0.53,34,562,173,254,0,3046,0.094,0.108,0.839,4.8,0,,0.05,0,0.829,0.01,0,-,0,73,,0.183,0,0,0.46,0.46,0,0,0,0,0,0,0,349.93,349.93,0,0,0,,0,,,0,0,,0,0.14,,0.86,0,0,0,0,0,0,,,35.8,,,5.53,,,,,0,,86.13,,0,0,0,,,13.1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,84,,130,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000313,"근대, 데친것",S,국가표준식품성분표,,농진청('13),,채소류,,"근대, 데친것",,,,,,,100g,20,92.59999999999999,1.79,0.2,1.46,3.95,0,2.6,61,0.46,32,467,138,290,0,3480,0,0.064,0.167,0,0,,0.04,0,0.136,0.032,0,-,0,57,,0.183,0,0,1.2,1.2,0,0,0,0,0,0,0,444.53,444.53,0,0,0,,0,,,0,0,,0,0.16,,0,0,0,0,0,0,0,,,32.55,,,4.26,,,,,0,,106.04,,0,0,0,,,11.42,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,99,,155,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000314,"김치, 갓김치",S,국가표준식품성분표,,농진청('16),,채소류,,"김치, 갓김치",,,,,,,100g,37,86.40000000000001,3.26,0.4,2.87,7.07,2.46,3,103,0.83,49,328,720,101,0,1213,0.108,0.34,0.591,1.65,0,,0.08,0.01,0.067,0.524,0,-,0,45,,0.55,0,0,0.44,0.39,0.01,0.19,0,0.08,0,0,0,120.8,120.8,0,0,0.68,,0,,,0,0.8100000000000001,,0.97,0.3,,0,0,0,0,0,0,0,,,176.62,,,18.18,,,,,0,,75.87,,0,0,0,,,26.51,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,83,,165,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000315,"김치, 고들빼기",S,국가표준식품성분표,,농진청('22),,채소류,,"김치, 고들빼기",,,,,,,100g,68,81.09999999999999,2.84,0.66,2.83,12.58,4.12,3.9,46,2.78,37,221,894,182,0,2181,0.054,0.102,0.8120000000000001,1.12,0,,0.11,0,0.363,0.449,1.83,0.082,0.1,19,,0.697,0,0,3.71,3.38,0.47,0.97,0,0,0,0,0,258.19,258.19,0,0,1.25,,1.61,,,0,0.2,,1.06,0.37,,0,0,0,0,0,0,0,,,252.77,,,6.06,,,,,0,,77.04000000000001,,0,0,0,,,35.14,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,148,,176,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000316,"김치, 깍두기",S,국가표준식품성분표,,농진청('22),,채소류,,"김치, 깍두기",,,,,,,100g,40,88.09999999999999,1.36,0.21,2.04,8.27,3.22,2.7,32,0.29,25,258,523,11,0,127,0.045,0.033,0.248,2.91,0,,0.03,0,0.13,0.118,0.84,0.07099999999999999,0,20,,0.107,0,0,0.44,0.39,0.01,0.2,0,0.07000000000000001,0,0,0,10.16,10.16,0,0,1.49,,0.05,,,0,0,,1.68,0.11,,0,0,0,0,0,0,0,,,71.09,,,4.04,,,,,0,,16.22,,0,0,0,,,13.09,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,29,,35,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000317,"김치, 나박 김치",S,국가표준식품성분표,,농진청('16),,채소류,,"김치, 나박 김치",,,,,,,100g,7,97,0.34,0.07000000000000001,1.32,1.27,0.29,1.2,12,0.1,12,88,421,15,0,181,0.045,0.03,0.251,3.5,0,,0.02,0,0.051,0.2,0,-,0,2,,0,0,0,0.2,0.19,0,0.05,0,0.01,0,0.01,0,0,0,0,0,0.12,,0,,,0.03,0,,0.15,0.06,,0,0,0,0,0,0,0,,,30.57,,,1.92,,,,,0,,15.08,,0,0,0,,,5.75,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,9,,12,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000318,"김치, 동치미",S,국가표준식품성분표,,농진청('16),,채소류,,"김치, 동치미",,,,,,,100g,8,96.2,0.33,0.01,1.69,1.77,0.62,0.5,10,0.07000000000000001,8,82,533,1,0,16,0.02,0.013,0.181,2.32,0,,0,0,0.146,0.035,0,-,0,9,,0,0,0,0.04,0.02,0.02,0.01,0,0.03,0,0.01,0,0,0,0,0,0.29,,0,,,0,0,,0.33,0.01,,0,0,0,0,0,0,0,,,3.57,,,0.44,,,,,0,,2.02,,0,0,0,,,2.29,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,12,,19,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000319,"김치, 배추 김치",S,국가표준식품성분표,,농진청('22),,채소류,,"김치, 배추 김치",,,,,,,100g,38,88.90000000000001,1.98,0.43,2.21,6.49,2.4,2.5,43,0.43,49,334,551,35,0,418,0.052,0.06,0.509,3.59,0,,0.07000000000000001,0,-,-,1.09,0.097,0,22,,0.617,0,0,0.75,0.73,0,0.15,0,0,0,0,0,70.31,70.31,0,0,1.06,,0,,,0,0,,1.34,0.32,,0,0,0,0,0,0,0,,,205.1,,,9.91,,,,,0,,37.13,,0,0,0,,,63.58,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,61,,83,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000320,"김치, 백김치",S,국가표준식품성분표,,농진청('16),,채소류,,"김치, 백김치",,,,,,,100g,16,94.5,0.95,0.07000000000000001,1.48,3,1.04,1.9,35,0.24,29,187,395,2,0,24,0.016,0.04,0.261,15.98,0,,0.01,0.01,0.07000000000000001,0.191,0,-,0,34,,0,0,0,0.06,0.04,0.02,0.01,0,0.03,0,0.01,0,0,0,0,0,0.46,,0,,,0,0,,0.58,0.04,,0.41,0,0,0,0,0,0,,,17.86,,,3.38,,,,,0,,16.53,,0,0,0,,,9.06,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,19,,38,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000321,"김치, 열무 김치",S,국가표준식품성분표,,농진청('22),,채소류,,"김치, 열무 김치",,,,,,,100g,36,89,2.39,0.38,2.34,5.87,0.68,2.7,115,0.65,44,353,583,146,0,1756,0.028,0.105,0.289,3.3,0,,0.06,0,0.217,0.07199999999999999,0.85,0.156,0,63,,0.787,0,0,0.4,0.35,0.01,0.19,0,0.09,0,0,0,152.4,152.4,0,0,0.24,,0.01,,,0.07000000000000001,0.08,,0.28,0.21,,1.15,0,0,0,0,0,0,,,107.47,,,15.9,,,,,0.45,,66.09999999999999,,0,0,0,,,17.89,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,74,,124,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,
