식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,1회 섭취참고량,식품중량,품목제조보고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,카페인(mg)
STD-DB10_2-001877,"빵, 소시지빵",S,국가표준식품성분표,,농진청('16),,곡류 및 그 제품,,"빵, 소시지빵",,,,,,,100g,323,38,10.59,16.52,1.89,33,5.05,4.8,30,0.65,132,179,571,26,13,157,0.265,0.146,1.762,0,0,,5.25,0.16,1.174,0.588,24.28,-,0.22,33,,0.239,0,0,1.25,0.93,0.07000000000000001,2.13,0.32,0.17,0.17,0.06,0.02,-,0,-,0,1.33,,0,,,0.17,1.73,,1.82,10.37,,112.88,0,3.03,0,8.109999999999999,8.74,9.029999999999999,,,3843.12,,,348.39,,,,,2.78,,498.38,,46.48,11.37,0,,,5266.96,,,,,,,69.09,,,,,,,,,,,,,,,,,,,,,,526,,721,,,,,,,,429,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001878,"빵, 식빵, 버터 첨가",S,국가표준식품성분표,,농진청('14),,곡류 및 그 제품,,"빵, 식빵, 버터 첨가",,,,,,,100g,279,34.8,9.01,4.91,1.6,49.68,4.12,3.7,26,0.6,78,98,516,1,0,17,0.169,0.326,1.606,0,0,,2.87,0.15,1.463,0.144,0,-,2.01,35,,0.166,0,0,0.68,0.45,0.08,0.08,0,0.51,0.6,0.44,0.1,-,0,-,0,2.05,,0,,,0,0,,2.07,1.65,,6.52,0,2.67,0,3.29,0,0,,,545.11,,,25.66,,,,,3.58,,45.74,,0,0,2.71,,,928.53,,,,,,,104.65,,,,,,,,,,,,,,,,,,,,,,294,,593,,,,,,,,287,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001879,"빵, 옥수수빵",S,국가표준식품성분표,,USDA('18),,곡류 및 그 제품,,"빵, 옥수수빵",,,,,,,100g,321,30.5,7.4,10.2,2.8,49.1,-,2.4,75,1.94,384,131,795,36,36,-,0.249,0.276,2.101,0.1,-,,2.797,-,-,-,-,0.106,0.16,89,,0.451,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,6.499,,4,-,-,-,-,5,-,,,-,,,-,,,,,-,,-,,-,-,1,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,251,,660,,,,,,,,317,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001880,"빵, 와플",S,국가표준식품성분표,,USDA('18),,곡류 및 그 제품,,"빵, 와플",,,,,,,100g,291,42,7.9,14.1,3.1,32.9,-,-,255,2.31,190,159,511,64,64,-,0.263,0.347,2.073,0.4,-,,2.866,-,-,-,-,0.056,0.25,68,,0.485,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,10.306,,26,-,-,-,0,6,-,,,-,,,-,,,,,-,,-,,-,-,1,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,247,,630,,,,,,,,362,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001881,"빵, 잼빵",S,국가표준식품성분표,,JAPAN('20),,곡류 및 그 제품,,"빵, 잼빵",,,,,,,100g,285,(32.0),(5.3),(3.9),(0.6),(58.1),(27.6),(1.6),20,0.5,47,84,120,11,11,0,0.07000000000000001,0.07000000000000001,0.6,3,0.2,,(1.73),-,-,-,3.3,0.04,0.1,40,,0.42,-,-,0.6,0.5,0.1,0.4,0.1,-,-,-,-,2,-,-,(0),(2.1),,(0.8),,,(0.3),(22.9),,(1.5),(1.80),,(11),(0),(0),(0),(0),(0),(0),,,(500),,,(36),,,,,(3),,(61),,(1),(1),(0),,,"(1,100)",,,,,,,-,,,,,,,,,,,,,,,,,,,,,,(180),,(360),,,,,,,,(190),,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001882,"빵, 찐빵, 단호박, 막걸리 발효",S,국가표준식품성분표,,농진청('05),,곡류 및 그 제품,,"빵, 찐빵, 단호박, 막걸리 발효",,,,,,,100g,239,39.7,5.4,0.9,1.6,52.4,-,-,26,0.7,66,272,280,192,0,2300,0.12,0.1,1,14,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001883,"빵, 카스텔라",S,국가표준식품성분표,,농진청('15),,곡류 및 그 제품,,"빵, 카스텔라",,,,,,,100g,306,29.4,6.91,3.72,0.51,59.47,24.85,1.4,29,0.79,101,82,81,58,36,259,0.032,0.202,0.187,0,0,,1.27,0.02,0.164,0.023,8.699999999999999,0.052,0.49,11,,0.896,0,0,0.63,0.62,0,0,0,0.04,0,0,0,0,0,0,0,0,,0,,,0,22.22,,2.63,2.26,,10.84,0,5.92,0,2.68,36.06,0,,,586.65,,,78.44,,,,,0,,23.93,,5.77,5.51,0,,,1410.49,,,,,,,8.83,,,,,,,,,,,,,,,,,,,,,,221,,544,,,,,,,,307,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001884,"빵, 크루아상",S,국가표준식품성분표,,농진청('21),,곡류 및 그 제품,,"빵, 크루아상",,,,,,,100g,457,16.7,8.56,26,1.53,47.22,8.550000000000001,2,32,0.52,116,90,414,24,22,26,0.083,0.1,1.041,0,0,,15.35,0.26,-,-,1.94,0.073,0.06,57,,0.423,0,0,0.89,0.89,0,0,0,0,0,0,0,0,0,0,0,3.02,,0,,,2.86,1.11,,1.56,6.14,,5.43,9.789999999999999,0,0,0,0,0,,,819.1,,,97.91,,,,,25.04,,115.65,,8.1,14.22,11.07,,,4354.91,,,,,,,258.45,,,,,,,,,,,,,,,,,,,,,,376,,496,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001885,"빵, 크로켓, 채소",S,국가표준식품성분표,,농진청('21),,곡류 및 그 제품,,"빵, 크로켓, 채소",,,,,,,100g,273,47.5,6.35,13.82,1.6,30.74,4.96,3.7,51,0.71,99,161,405,11,6,65,0.29,0.076,1.05,0,0,,3.2,0.04,0.383,0.667,1.55,0.037,0.04,48,,0.33,0,0,1.59,1.09,0.04,3.17,0.49,0.48,0.13,0.34,0,12.42,12.42,0,0,1.59,,0.95,,,0,0.82,,1.59,10.34,,58.72,0,0,0,0,0,0.55,,,4217.74,,,192.4,,,,,1.11,,489.11,,7.9,0.92,0,,,5336.85,,,,,,,9.140000000000001,,,,,,,,,,,,,,,,,,,,,,261,,479,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001886,"빵, 크림빵",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"빵, 크림빵",,,,,,,100g,379,21.7,8.67,14.28,1.34,54.05,15.28,0.8,19,0.53,83,115,340,5,5,4,0.116,0.082,1.37,0,0,,7.4,0.08,1.061,0.309,2.08,0.015,0.08,23,,0.331,0,0,2.1,1.51,0.2,1.25,0.48,1.05,0.77,0.3,0.07000000000000001,0,0,0,0,2.83,,0.51,,,0.61,6.21,,5.11,5.98,,23.5,0,0,0,0,0,0,,,1793.99,,,94.5,,,,,0,,115.18,,4.94,0,0,,,3915.15,,,,,,,22.92,,,,,,,,,,,,,,,,,,,,,,367,,503,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001887,"빵, 팥빵",S,국가표준식품성분표,,농진청('15),,곡류 및 그 제품,,"빵, 팥빵",,,,,,,100g,253,39.8,7.57,3.17,0.95,48.47,16.37,2.2,25,0.99,102,157,180,27,26,13,0.045,0.097,0.5629999999999999,0,0,,1.7,0.14,0.145,0.418,5.14,-,0.08,30,,0.123,0,0,0.23,0.11,0.04,0.55,1.13,0,0.13,0,0,-,0,-,0,1.34,,0,,,0,13.46,,1.57,1.18,,4.02,0,2.69,0,2.31,4.49,0,,,390.28,,,27.46,,,,,0,,70.56,,0,0,0,,,615.26,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,267,,564,,,,,,,,292,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001888,"빵, 페이스트리",S,국가표준식품성분표,,식약('11),,곡류 및 그 제품,,"빵, 페이스트리",,,,,,,100g,457,17.4,8.6,26.3,1.3,46.5,-,3,31,5.2,94,119,423,71,65,77,0.16,0.16,3.6,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001889,"빵, 피칸파이",S,국가표준식품성분표,,USDA('18),,곡류 및 그 제품,,"빵, 피칸파이",,,,,,,100g,407,18.25,4.5,16.69,0.95,59.61,25.18,2.1,22,0.93,83,99,275,50,50,4,0.204,0.078,1.31,0,0.1,,2.654,-,-,-,-,0.038,0.12,43,,0.391,-,-,1.56,0.8,0.08,6.64,1.62,0.02,0,0,0,-,15.5,-,0,0,,4.98,,,0.23,14.44,,5.53,11.871,,36,-,0,-,0,0,-,,,-,,,-,,,,,-,,-,,0,-,0,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,175,,310,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001890,"빵, 호두과자",S,국가표준식품성분표,,농진청('23),,곡류 및 그 제품,,"빵, 호두과자",,,,,,,100g,344,28.6,7.77,12.29,0.79,50.58,23.82,3.9,36,1.46,119,165,145,11,10,4,0.127,0.064,2.264,0,0,,2.03,0.02,1.618,0.646,5.34,0.018,0,21,,0.146,0,0,0.85,0.47,0.05,3.42,0.55,0,0,0,0,0,0,0,0,0.21,,0,,,0,23.28,,0.33,9.470000000000001,,24.94,0,0,0,0,0,0,,,5828.93,,,119.71,,,,,0,,1311.91,,7.57,0,0,,,2136.75,,,,,,,3.56,,,,,,,,,,,,,,,,,,,,,,307,,575,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001891,"빵, 호떡빵",S,국가표준식품성분표,,농진청('23),,곡류 및 그 제품,,"빵, 호떡빵",,,,,,,100g,301,30,6.37,4.97,1.05,57.58,23.51,1.5,17,0.65,84,96,295,1,0,13,0.197,0.046,1.701,0,0,,2.02,0.01,1.701,0,2.1,0.026,0,29,,0.148,0,0,0.9399999999999999,0.7,0.09,0.23,0,0.48,0.47,0.58,0,0,0,0,0,4.58,,0,,,0,15.41,,3.53,2.36,,9.199999999999999,0,0,0,0,0,0,,,786.27,,,33.12,,,,,0,,27.59,,0,0,0,,,1491.67,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,190,,328,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001892,"케이크, 과일(후르츠)",S,국가표준식품성분표,,USDA('18),,곡류 및 그 제품,,"케이크, 과일(후르츠)",,,,,,,100g,324,25.3,2.9,9.1,1,61.6,27.42,3.7,33,2.07,52,153,101,7,7,3,0.05,0.099,0.791,0.5,0,,1.048,-,-,-,-,0.046,0.01,32,,0.226,-,-,0.9,0.9,-,-,-,-,-,-,-,-,1.5,-,-,-,,-,,,-,-,,-,7.523,,32,-,-,-,0,1,-,,,-,,,-,,,,,-,,-,,-,-,0,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,124,,206,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001893,"케이크, 롤 케이크",S,국가표준식품성분표,,농진청('15),,곡류 및 그 제품,,"케이크, 롤 케이크",,,,,,,100g,369,32.3,7.51,20.22,0.73,39.24,17.41,6.3,32,0.87,122,95,162,78,77,14,0.031,0.17,0.109,0,0,,7.72,0.3,0.034,0.075,14.18,-,0.24,20,,0.624,0,0,1.85,1.53,0.06,2.13,0.35,0.21,0.09,0.08,0,-,15.09,-,0,2.03,,0,,,0,12.04,,3.34,11.25,,81.73,0,13.4,2.84,8.32,37.15,1.65,,,3207.96,,,308.98,,,,,5.76,,676.13,,16.33,9.42,4.97,,,6640.52,,,,,,,140.97,,,,,,,,,,,,,,,,,,,,,,252,,514,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001894,"케이크, 생크림 블루베리",S,국가표준식품성분표,,농진청('15),,곡류 및 그 제품,,"케이크, 생크림 블루베리",,,,,,,100g,280,53.2,3.03,18.88,0.5,24.39,22.87,0.8,44,0.45,70,106,67,131,130,14,0.026,0.16,0.08699999999999999,2.36,0,,11.44,0.5600000000000001,0.01,0.077,12.42,-,0.27,9,,0.104,0,0,-,-,-,-,-,-,-,-,-,-,8.869999999999999,-,0,9.890000000000001,,0,,,2.65,0,,10.33,5.9,,17.83,0,3.33,3.12,7.81,11.41,0,,,1595.74,,,109.73,,,,,5.16,,184.31,,9.640000000000001,24.6,4.57,,,3587.24,,,,,,,382.79,,,,,,,,,,,,,,,,,,,,,,160,,251,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001895,"케이크, 스펀지 케이크",S,국가표준식품성분표,,농진청('21),,곡류 및 그 제품,,"케이크, 스펀지 케이크",,,,,,,100g,300,33.7,5.09,7.4,0.64,53.16,26.41,1.3,48,1.22,166,127,118,42,41,4,0.229,0.163,0.176,0,0,,2.09,0.04,0.154,0.022,10.72,0.049,0.63,27,,0.582,0,0,1.67,1.36,0,2.95,0.47,0,0,0,0,0,0,0,0,0.19,,0,,,0,26.01,,0.2,4.86,,9.02,0,0,0,3.43,17.12,0,,,1542.26,,,151.32,,,,,51.34,,309.5,,5.57,5.75,0,,,2658.45,,,,,,,17.59,,,,,,,,,,,,,,,,,,,,,,168,,395,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001896,"케이크, 엔젤푸드 케이크",S,국가표준식품성분표,,USDA('18),,곡류 및 그 제품,,"케이크, 엔젤푸드 케이크",,,,,,,100g,258,33.2,5.9,0.8,2.3,57.8,-,1.5,140,0.52,324,93,749,0,0,-,0.102,0.491,0.883,0,-,,0.121,-,-,-,-,0.031,0.06,57,,0.198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,0.438,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,206,,481,,,,,,,,312,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001897,"케이크, 초콜릿 케이크",S,국가표준식품성분표,,농진청('15),,곡류 및 그 제품,,"케이크, 초콜릿 케이크",,,,,,,100g,417,22.2,5.23,22.09,1.17,49.31,38.19,0.7,54,2.65,125,318,146,69,66,39,0.065,0.13,0.126,0,0,,15.18,0.35,0.126,0,11.34,-,0.1,11,,0.282,0,0,1.23,1.04,0,1.07,0.09,0.25,0.11,0.46,0.1,-,0,-,0,0,,0,,,0,38.19,,0,5.42,,16.01,0,4.02,2.14,4.92,9.640000000000001,0,,,961.53,,,94.17,,,,,3.68,,65.16,,0,3.88,4.58,,,4113.89,,,,,,,271.42,,,,,,,,,,,,,,,,,,,,,,143,,326,,,,,,,,213,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001898,"케이크, 치즈 케이크",S,국가표준식품성분표,,농진청('15),,곡류 및 그 제품,,"케이크, 치즈 케이크",,,,,,,100g,331,42.9,5.87,21.32,1.09,28.82,17.61,0.7,100,0.78,176,122,240,133,130,41,0.036,0.221,0.134,0,0,,12.33,0.77,0.125,0.008999999999999999,5.86,-,0.44,18,,0.146,0,0,1.17,1.07,0,0.9,0.08,0.01,0,0,0,-,6.08,-,0,0,,4.22,,,1.07,12.32,,0,7.12,,20.79,0,7.68,4.9,14.99,37.84,1.75,,,1493.34,,,192.57,,,,,5.32,,169.67,,11.53,27.71,9.880000000000001,,,4671.97,,,,,,,577.9,,,,,,,,,,,,,,,,,,,,,,139,,463,,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001899,"케이크, 파운드 케이크",S,국가표준식품성분표,,농진청('15),,곡류 및 그 제품,,"케이크, 파운드 케이크",,,,,,,100g,408,23,5.66,20.71,0.98,49.65,17.43,0.9,52,0.74,148,130,207,147,143,51,0.059,0.143,0.136,0,0,,10.73,0.68,0.113,0.023,6.41,-,0.18,10,,0.526,0,0,1.39,1.22,0.04,1.26,0.15,0.04,0.22,0,0,-,12.37,-,0,2.83,,0,,,0,12.12,,2.48,8.23,,47.11,0,7.82,7.57,16,15.65,0,,,2165.71,,,199.01,,,,,5.51,,610.65,,0,10.78,13.3,,,4721.42,,,,,,,464.96,,,,,,,,,,,,,,,,,,,,,,201,,388,,,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001900,"케이크, 팬케이크",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"케이크, 팬케이크",,,,,,,100g,261,39.1,7.15,4.87,1.67,47.24,15.79,1.1,114,0.68,282,132,507,22,21,5,0.06,0.336,0.057,0,0,,1.74,0.01,0.057,0,15.66,0,0.07000000000000001,21,,0.237,0,0,1.01,0.8100000000000001,0.11,0.35,0,0.26,0.54,0.06,0,8.24,0,8.24,0,0,,0.51,,,0.35,13.37,,1.55,2.3,,10.26,0,5.15,0,3.18,10.99,0.38,,,714.51,,,49.48,,,,,15.6,,26.73,,2.43,1.78,0,,,1416.84,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,229,,554,,,,,,,,286,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001901,"수수떡, 수수경단",S,국가표준식품성분표,,농진청('21),,곡류 및 그 제품,,"수수떡, 수수경단",,,,,,,100g,224,44,5.04,0.89,1.09,49,7.99,0.9,15,0.53,54,117,288,0,0,2,0.128,0.019,1.721,0,0,,0.19,0,1.721,0,0.5600000000000001,0.101,0,25,,0.303,0,0,0.14,0.09,0,0.32,0.24,0.02,0,0.02,0.01,0,0,0,0,0,,0,,,0,7.99,,0,0.68,,2.19,0,0.46,0,0,0,0,,,368.47,,,10.7,,,,,0.49,,36.88,,0,0,0,,,255.7,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,207,,480,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001902,"시리얼, 쌀",S,국가표준식품성분표,,농진청('13),,곡류 및 그 제품,,"시리얼, 쌀",,,,,,,100g,390,2.1,6.65,1.68,2.58,86.98999999999999,21.72,1.9,259,18.75,166,91,625,1208,1208,0,3.427,1.397,24.431,169.96,48.56,,0.44,0.02,-,-,0,-,0.77,933,,0,0,48.56,17.63,15.61,0.35,16.67,5.02,0,0.62,0,0,-,0,-,0,0,,0,,,0,21.72,,0,1.18,,6.58,0,17.49,0,0,0,0,,,859.24,,,14.32,,,,,0,,45.87,,1.39,0,0,,,227.39,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,391,,401,,,,,,,,301,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001903,"시리얼, 옥수수",S,국가표준식품성분표,,농진청('13),,곡류 및 그 제품,,"시리얼, 옥수수",,,,,,,100g,378,5,5.11,0.59,1.25,88.05,39.55,2.5,3,8.960000000000001,30,63,434,2431,2423,96,5.069,2.66,26.145,201.26,4.01,,0.17,0,-,-,0,-,0.6,-,,0,0,4.01,4.82,4.51,0.04,2.39,0.72,0.1,0,0.17,0,-,0,-,0,1.14,,0,,,0,36.78,,1.63,0.39,,0.93,0,1.65,0,0,0,0,,,272.02,,,6.73,,,,,0,,18.22,,0,0,0,,,85.7,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,148,,767,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001904,"시리얼, 현미",S,국가표준식품성분표,,농진청('13),,곡류 및 그 제품,,"시리얼, 현미",,,,,,,100g,394,2.8,6.8,2.79,2.28,85.33,17.24,3.3,11,8.970000000000001,321,225,551,1008,1008,0,1.616,3.404,19.853,155.27,3.99,,0.73,0.01,4.885,14.968,0,-,1.56,803,,0,0,3.99,9.119999999999999,8.17,0,7.46,2.24,0.44,0,0.53,0,-,0,-,0,0.86,,0,,,0,15.35,,1.03,1.93,,12.41,0,3.58,0,0,0,0,,,975.58,,,25.13,,,,,0,,40.56,,1.12,0,0,,,866.27,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,301,,516,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001905,"옥수수 과자, 강냉이",S,국가표준식품성분표,,농진청('16),,곡류 및 그 제품,,"옥수수 과자, 강냉이",,,,,,,100g,409,0.6,7.16,3.25,1.09,87.90000000000001,13.52,0.4,2,1.55,228,258,51,0,0,0,0,0.389,1.99,0,0,,0.66,0.02,0.673,1.317,0,-,0,26,,0.313,0,0,0.47,0.3,0.01,0.57,0.04,0.34,0,0.25,0.05,0,0,0,0,0,,0,,,0,13.52,,0,2.43,,9.300000000000001,0,0,0,0,0,0,,,1636.19,,,26.76,,,,,0,,62.4,,0,0,0,,,685.54,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,214,,852,,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001906,"옥수수 과자, 팝콘, 전자레인지 조리",S,국가표준식품성분표,,농진청('14),,곡류 및 그 제품,,"옥수수 과자, 팝콘, 전자레인지 조리",,,,,,,100g,497,1.9,8.119999999999999,27.28,1.52,61.18,0,10.9,6,2.03,221,219,315,3,0,32,0.011,-,-,0,0,,14.95,0.16,-,-,0,-,1.91,47,,0,0,0,1.26,0.93,0,1.75,0.14,0.51,0,0.51,0,-,0,-,0,0,,0,,,0,0,,0,10.88,,40.36,0,0,0,0,0,0,,,3942.69,,,148.3,,,,,0,,176.02,,0,0,0,,,6513.37,,,,,,,60.72,,,,,,,,,,,,,,,,,,,,,,250,,1169,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001907,"율무, 죽",S,국가표준식품성분표,,농진청('19),,곡류 및 그 제품,,"율무, 죽",,,,,,,100g,77,81.8,3.26,0.98,0.22,13.75,0.1,0.7,3,1.11,67,58,1,0,0,0,0,0.015,0.343,0,0,,0.15,0,-,-,0.04,0.014,0,3,,0.126,0,0,0.12,0.02,0,0.84,0.08,0.05,0,0.39,0.05,0,0,0,0,0,,0,,,0,0.1,,0,0.71,,3.18,0,0,0,0,0,0,,,328.17,,,6.92,,,,,0,,4.23,,0,0,0,,,368.39,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,99,,399,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001908,"찹쌀 과자, 산자",S,국가표준식품성분표,,식약('96),,곡류 및 그 제품,,"찹쌀 과자, 산자",,,,,,,100g,417,10.4,2,11.8,0.2,75.59999999999999,-,-,3,0.7,26,24,28,0,0,0,0,0,0.3,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001909,"찹쌀 과자, 유과",S,국가표준식품성분표,,농진청('13),,곡류 및 그 제품,,"찹쌀 과자, 유과",,,,,,,100g,411,9.9,1.96,10.37,0.28,77.48999999999999,14.72,0.7999999999999999,26,1.62,31,81,18,0,0,0,0,0,1.464,0.02,0,,1.72,0.14,1.464,0,0,-,0,4,,0,0,0,1.17,0.67,0.1,4.01,1.69,0,0,0.05,0,-,20.38,-,0,0,,11.52,,,0,0,,3.2,8.06,,62.08,0,1.86,0,0,0,0,,,5186.89,,,137.63,,,,,0,,676.75,,5.1,0,0,,,1981.55,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,90,,170,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,
