식품명,총개수,유효개수,제거개수,대표행 필터통과
게조림,2,0,2,FALSE
경단_깨,2,0,2,FALSE
고추장찌개_두부,2,0,2,FALSE
고추조림_멸치,2,0,2,FALSE
골뱅이무침_소면,2,0,2,FALSE
곱창볶음_돼지고기,2,0,2,FALSE
과ㆍ채주스_딸기 주스 (L),2,0,2,FALSE
과ㆍ채주스_리얼수박 주스,2,0,2,FALSE
과ㆍ채주스_스트로베리 주스,2,0,2,FALSE
과ㆍ채주스_오렌지 주스 (L),2,0,2,FALSE
과ㆍ채주스_자몽 주스 (R),2,0,2,FALSE
과ㆍ채주스_파인애플 주스,2,0,2,FALSE
국수_막국수,2,0,2,FALSE
김밥_김치,2,0,2,FALSE
김밥_날치알,2,0,2,FALSE
김밥_돈가스,2,0,2,FALSE
김밥_샐러드,2,0,2,FALSE
김밥_치즈,2,0,2,FALSE
김치볶음_김치,2,0,2,FALSE
김치볶음_햄,2,0,2,FALSE
김치순두부_바지락,2,0,2,FALSE
김치전골,2,0,2,FALSE
김치찌개_어묵,2,0,2,FALSE
꼬리곰탕,2,0,2,FALSE
꽃게장_양념,2,0,2,FALSE
낙지전골,2,0,2,FALSE
내장탕,2,0,2,FALSE
냉면_비빔냉면,2,0,2,FALSE
냉이나물,2,0,2,FALSE
닭모래집볶음,2,0,2,FALSE
닭백숙,2,0,2,FALSE
더덕장아찌,2,0,2,FALSE
동치미,2,0,2,FALSE
동태찜,2,0,2,FALSE
돼지갈비강정,2,0,2,FALSE
된장국_감자,2,0,2,FALSE
된장국_호박잎,2,0,2,FALSE
두부전골,2,0,2,FALSE
두부찌개_새우젓,2,0,2,FALSE
떡볶이,2,0,2,FALSE
라떼_군고구마 라떼 아이스(ICED),2,0,2,FALSE
라떼_군고구마 라떼 핫(HOT),2,0,2,FALSE
라떼_오곡 라떼 아이스(ICED),2,0,2,FALSE
라떼_초코 라떼 아이스(ICED) (R),2,0,2,FALSE
라떼_토피넛 라떼 아이스(ICED) (L),2,0,2,FALSE
라떼_토피넛 라떼 아이스(ICED) (R),2,0,2,FALSE
라떼_홍차 라떼 아이스(ICED),2,0,2,FALSE
레몬차_레몬차 아이스(ICED) (L),2,0,2,FALSE
마늘쫑볶음,2,0,2,FALSE
마늘쫑볶음_멸치,2,0,2,FALSE
마늘쫑볶음_잔멸치,2,0,2,FALSE
마카롱_초콜릿 마카롱,2,0,2,FALSE
마카롱_피스타치오 마카롱,2,0,2,FALSE
만두_고기만두,2,0,2,FALSE
매운탕_대구,2,0,2,FALSE
매운탕_아귀,2,0,2,FALSE
매운탕_우럭,2,0,2,FALSE
머핀_초코 머핀,2,0,2,FALSE
멸치볶음_꽈리고추,2,0,2,FALSE
멸치볶음_풋고추,2,0,2,FALSE
모듬찰떡,2,0,2,FALSE
무장아찌,2,0,2,FALSE
묵무침_도토리묵,2,0,2,FALSE
미숫가루_미숫가루 아이스(ICED),2,0,2,FALSE
미역국_홍합,2,0,2,FALSE
미역냉국_오이_고추,2,0,2,FALSE
미역줄기볶음_미역줄기,2,0,2,FALSE
밀크티/버블티_밀크티 핫(HOT),2,0,2,FALSE
밀크티/버블티_얼그레이 밀크티 핫(HOT) (L),2,0,2,FALSE
밀크티/버블티_우롱 밀크티 아이스(ICED) (L),2,0,2,FALSE
밀크티/버블티_우롱 밀크티 핫(HOT) (L),2,0,2,FALSE
밀크티/버블티_자스민 그린 밀크티 아이스(ICED) (L),2,0,2,FALSE
밀크티/버블티_자스민 그린 밀크티 핫(HOT) (L),2,0,2,FALSE
밀크티/버블티_타로 밀크티 아이스(ICED) (L),2,0,2,FALSE
밀크티/버블티_타로 밀크티 핫(HOT) (L),2,0,2,FALSE
백설기,2,0,2,FALSE
뱅어포구이,2,0,2,FALSE
버섯조림,2,0,2,FALSE
병어조림,2,0,2,FALSE
복어튀김,2,0,2,FALSE
